"Year","area","season","Eff","Units","OCat","OEff","OUnit","CPUE","CPse","Out","Pos","OCatS","OEffS","Cov","PFrac","EFrac","UFrac","Cat","Cse"
2015,"N","3",3709.502,71,6,118.8,3,0.0385802469135802,0.029466150301928,0,2,2.64575131106459,21.2003018846431,36.72,0.666666666666667,0.0320258622316419,0.0422535211267606,187.348585858586,111.492892811747
2015,"N","4",4172.063,87,0,51,1,0,NA,0,0,NA,NA,NA,0,0.0122241682352352,0.0114942528735632,0,NA
2015,"S","1",5359.681,111,19,376.47,7,0.0434033083070866,0.0157838047024658,0,5,3.45032779671177,16.6500694979245,49.6521428571429,0.714285714285714,0.0702411206935637,0.0630630630630631,270.496823120036,100.506502776775
2015,"S","2",6654.544,165,2,241.2,6,0.0113378684807256,0.0113378684807256,0,1,0.816496580927726,18.7109208752536,-4.32,0.166666666666667,0.0362459095619474,0.0363636363636364,55.17864013267,57.9240380961046
2015,"S","3",6267.142,125,0,140.542,5,0,0,0,0,0,19.4561531860746,0,0,0.0224252139172848,0.04,0,0
2015,"S","4",5651.839,115,2,274.632,6,0.009101499927188,0.009101499927188,0,1,0.816496580927726,42.2509306311707,-3.6592,0.166666666666667,0.0485916177017781,0.0521739130434783,41.159362346704,44.2955969825938
2016,"N","1",8399.06,166,28,459.248,10,0.0495138665423286,0.0159953461490678,0,8,2.78088714861523,24.4990372454828,41.0481777777778,0.8,0.0546784997368753,0.0602409638554217,512.084276904853,124.85110513841
2016,"N","2",2731.763,44,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
2016,"N","3",4289.084,87,26,279.664,5,0.0834163499433102,0.0392843052814139,0,5,6.37965516309463,8.95239963361779,52.5728,1,0.0652036658643197,0.0574712643678161,398.750586417987,187.207734188866
2016,"N","4",3949.416,89,6,134.115,4,0.0334480122324159,0.0197013839144575,0,2,1.73205080756888,16.7825238343343,24.5025,0.5,0.0339581852101678,0.0449438202247191,176.687887260933,67.4021204671725
2016,"S","1",2142.437,39,7,97.118,3,0.248527725661872,0.191599338445211,0,2,2.51661147842358,25.8282883934134,-6.10633333333333,0.666666666666667,0.0453306211571215,0.0769230769230769,154.421003315554,119.966108502057
2016,"S","2",5633.709,132,3,94.728,3,0.0615460364352536,0.0615460364352536,0,1,1.73205080756888,13.2744373892079,-22.992,0.333333333333333,0.0168145000034613,0.0227272727272727,178.417437294147,219.188150412138
2016,"S","3",5456.9,122,6,487.713,8,0.0136687054424135,0.00736419268357735,0,3,1.16496474502144,42.1800472140815,-5.11167857142857,0.375,0.0893754695889608,0.0655737704918033,67.132514409089,40.4938436394887
2016,"S","4",5624.518,104,3,318.744,6,0.00961556612677917,0.00430029282492534,0,3,0.547722557505166,33.5853010705576,-0.6744,0.5,0.0566704560284099,0.0576923076923077,52.9376364731571,26.9518295016495
2017,"N","1",8469.308,159,36,660.18,11,0.047925415675584,0.00932904581837452,0,10,4.05193556441632,28.2202888974324,103.003090909091,0.909090909090909,0.0779496978973961,0.0691823899371069,461.83629919113,112.814318150072
2017,"N","2",2395.094,50,28,163.26,3,0.153203484371956,0.11312665097868,0,3,12.7017059221718,7.98973716714136,97.13,1,0.0681643392701915,0.06,410.77197108906,280.77758781236
2017,"N","3",4120.987,62,0,2.76,1,0,NA,0,0,NA,NA,NA,0,0.000669742467035203,0.0161290322580645,0,NA
2017,"N","4",5326.751,113,18,201.072,5,0.0909710602962137,0.0847251984228135,0,2,7.50333259292163,23.5340459080032,-2.88479999999999,0.4,0.037747587600772,0.0442477876106195,476.851665075197,453.251415294375
2017,"S","1",4982.75,81,0,28.82,1,0,NA,0,0,NA,NA,NA,0,0.00578395464352014,0.0123456790123457,0,NA
2017,"S","2",7510.607,161,4,551.122,12,0.00592326655793173,0.00447616726723524,0,2,0.887625364598595,19.0960201557256,3.80024242424242,0.166666666666667,0.0733791556394843,0.0745341614906832,54.5113931216682,39.3808578258932
2017,"S","3",5164.7,116,2,146.812,4,0.0112636190339459,0.00661707604090465,0,2,0.577350269189626,21.7323521353151,5.658,0.5,0.0284260460433326,0.0344827586206897,70.3580088821077,35.7115074934109
2017,"S","4",5027.27,108,2,253.416,6,0.00742721330956625,0.00742721330956625,0,1,0.816496580927726,9.52259292419875,1.0576,0.166666666666667,0.0504082732775443,0.0555555555555556,39.6760267702118,38.2374153447441
2018,"N","1",8803.413,180,41,644.36,11,0.0516539471152799,0.0102608387952491,0,11,5.60519239796297,52.113222471496,283.879454545455,1,0.07319433951355,0.0611111111111111,560.152605686262,110.094486285937
2018,"N","2",1920.563,40,3,96.38,3,0.0234388089522745,0.0149385116299496,0,2,1,24.4100170695011,17.03,0.666666666666667,0.0501832014883136,0.075,59.7809607802449,23.8710361889528
2018,"N","3",3703.117,68,8,138.016,5,0.0630328248008483,0.0262823570155031,0,4,1.14017542509914,22.7050199559481,14.0686,0.8,0.0372702239761801,0.0735294117647059,214.648562485509,68.3558489934828
2018,"N","4",5300.362,112,21,331.448,6,0.0564123361268362,0.012722997527506,0,5,4.76445169982864,45.204257262637,201.1136,0.833333333333333,0.0625330873627122,0.0535714285714286,335.822216456277,88.7046402012535
2018,"S","1",3681.585,79,2,57.923,2,0.0841371853153354,0.0646059353153354,0,2,0,31.4499883068341,0,1,0.0157331692735602,0.0253164556962025,127.119969614833,96.3673765879148
2018,"S","2",8383.684,180,10,429.616,11,0.0179679144385027,0.00865040184719228,0,4,1.44599761096244,18.9897864758928,11.544,0.363636363636364,0.0512442978528294,0.0611111111111111,195.14366317828,82.9349758631153
2018,"S","3",7771.29,145,2,197.52,5,0.0102290746403896,0.00657151413036327,0,2,0.547722557505166,12.5694945005756,1.056,0.4,0.0254166296715217,0.0344827586206897,78.6886391251519,46.9375670297366
2018,"S","4",5280.046,125,2,95.92,3,0.0380952380952381,0.0380952380952381,0,1,1.15470053837925,12.5343102456152,-14.4733333333333,0.333333333333333,0.0181665083978435,0.024,110.092702251877,133.380521110602
